Recency,Frequency,Monetary,Cluster
33,29,498.8,BEST
46,26,498.74,BEST
131,13,498.48,LOST
101,30,498.42,RISK
302,81,498.1,RISK
96,26,497.61,LOST
8,27,497.56,BEST
64,28,496.44,RISK
18,71,496.06,BEST
219,28,495.77,LOST
313,28,494.64,LOST
18,28,494.44,BEST
86,28,494.25,RISK
332,29,492.65,LOST
28,33,491.86,BEST
48,77,490.52,RISK
2,126,490.33,NEW
22,14,490.22,BEST
13,72,488.76,BEST
49,29,488.2,BEST
291,19,487.75,LOST
246,27,487.51,LOST
158,19,487.02,LOST
151,25,486.82,LOST
18,19,486.72,BEST
22,20,486.69,BEST
6,15,486.22,BEST
246,28,484.95,LOST
23,23,484.82,BEST
32,10,484.8,BEST
61,40,484.32,RISK
147,41,483.73,RISK
78,5,483.4,LOST
181,40,483.25,RISK
75,34,482.47,RISK
31,26,481.75,BEST
46,67,481.49,RISK
319,66,480.91,RISK
68,30,480.71,RISK
51,132,480.38,RISK
20,105,480.31,BEST
2,69,479.91,BEST
361,15,479.35,LOST
24,33,478.78,BEST
8,83,478.65,BEST
256,29,478.53,LOST
48,54,478.09,RISK
69,59,477.86,RISK
71,25,477.83,RISK
207,31,477.79,LOST
55,26,476.91,BEST
358,30,476.35,LOST
172,45,475.86,RISK
24,9,475.8,BEST
309,29,475.37,LOST
184,29,475.28,LOST
110,34,473.02,RISK
8,26,471.78,BEST
12,84,471.4,BEST
24,48,470.8,BEST
20,28,470.76,BEST
303,17,470.36,LOST
80,61,469,RISK
29,19,468.91,BEST
22,46,468.41,BEST
50,23,467.98,BEST
63,15,467.66,LOST
51,24,467.51,BEST
66,109,466.73,RISK
17,24,466.7,BEST
212,28,466.12,LOST
25,83,465.88,BEST
125,26,465.68,LOST
47,1,464.9,LOST
11,27,464.57,BEST
249,8,463.95,LOST
158,71,463.91,RISK
50,6,463.8,LOST
42,30,463.46,BEST
207,30,463.38,LOST
288,23,462.95,LOST
124,28,462.66,LOST
12,43,461.19,BEST
16,26,460.64,BEST
174,98,460.59,RISK
29,23,460.58,BEST
2,108,459.44,NEW
71,33,459.24,RISK
365,26,458.92,LOST
51,28,458.57,BEST
255,49,458.47,RISK
215,26,457.81,LOST
50,28,457.72,BEST
192,26,457.34,LOST
196,28,455.88,LOST
101,12,455.59,LOST
177,31,455.3,LOST
190,30,455.25,LOST
2,73,454.48,BEST
233,23,454.24,LOST
247,18,454.12,LOST
77,29,454.11,RISK
24,49,454.01,BEST
9,34,453.4,BEST
67,24,452.89,LOST
71,28,451.44,RISK
143,1,451.42,LOST
11,29,450.84,BEST
15,96,450.41,BEST
138,15,449.73,LOST
105,14,449.52,LOST
66,8,449.12,LOST
5,50,448.9,BEST
55,27,447.68,BEST
21,4,446.94,BEST
221,28,446.62,LOST
73,33,446.18,RISK
59,19,444.74,LOST
23,22,444.68,BEST
6,116,444.16,BEST
51,16,443.6,BEST
70,23,443.05,LOST
93,19,443,LOST
8,34,441.16,BEST
225,28,440,LOST
326,1,440,LOST
25,1,440,LOST
1,25,439.92,BEST
30,28,439.66,BEST
96,46,439.58,RISK
64,23,439.56,LOST
4,31,439.43,BEST
269,29,439.03,LOST
74,33,437.96,RISK
196,22,437.7,LOST
299,38,436.18,LOST
37,29,436.06,BEST
139,19,435.02,LOST
283,58,434.59,RISK
3,30,434.35,BEST
110,16,434.34,LOST
12,100,433.86,BEST
246,28,433.53,LOST
78,20,432.2,LOST
67,1,432,LOST
51,16,430.5,BEST
6,25,430.15,BEST
38,26,429.84,BEST
30,30,429.84,BEST
239,23,429.6,LOST
72,119,429.56,RISK
60,55,428.93,RISK
65,23,428.89,LOST
32,42,428.89,BEST
40,13,427.93,BEST
165,96,427.64,RISK
67,21,426.63,LOST
213,16,426.6,LOST
134,25,425.32,LOST
20,46,424.89,BEST
8,16,423.36,BEST
360,9,422.7,LOST
61,21,422.64,LOST
76,13,422.6,LOST
46,6,422.58,LOST
100,59,422.24,RISK
59,24,422.2,BEST
330,37,421.9,LOST
75,19,420.5,LOST
10,9,420.3,BEST
84,5,419.58,LOST
362,7,418.92,LOST
22,110,418.68,BEST
17,86,418.4,BEST
253,24,417.95,LOST
3,35,417.77,BEST
319,23,417.69,LOST
53,1,417.6,LOST
145,24,417.38,LOST
297,22,417.35,LOST
307,56,417.27,RISK
283,41,417.2,LOST
103,28,417.06,LOST
93,15,416.9,LOST
239,12,416.86,LOST
131,54,416.85,RISK
239,16,416.64,LOST
158,22,416.08,LOST
51,8,415.82,LOST
46,26,415.82,BEST
78,25,415.8,LOST
15,32,415.25,BEST
68,15,415.2,LOST
12,57,415.13,BEST
232,1,415,LOST
170,74,414.87,RISK
23,27,414.76,BEST
1,97,414.3,NEW
55,32,414.27,BEST
57,19,414.2,LOST
65,21,414.04,LOST
49,28,413.59,BEST
228,24,413.46,LOST
107,23,413.2,LOST
206,26,412.78,LOST
84,10,412.01,LOST
117,25,411.7,LOST
14,19,411.41,BEST
84,23,410.48,LOST
267,22,409.98,LOST
305,85,409.93,RISK
58,92,409.8,RISK
260,18,409.57,LOST
31,13,409.5,BEST
234,23,409.4,LOST
34,51,409.1,BEST
39,28,408.9,BEST
24,2,408.8,LOST
59,58,408.65,RISK
74,60,408.63,RISK
128,111,408.59,RISK
134,65,408.36,RISK
19,72,408.02,BEST
60,38,407.66,RISK
66,16,406.53,LOST
236,21,406.48,LOST
130,24,406.09,LOST
243,3,406.08,LOST
7,129,405.47,BEST
161,28,405.38,LOST
112,18,404.58,LOST
218,3,404.4,LOST
174,25,404.3,LOST
313,43,403.3,LOST
32,94,403.12,RISK
29,62,402.2,BEST
45,7,401.4,LOST
5,11,400.86,BEST
75,15,400.681,LOST
199,69,400.1,RISK
37,24,399.65,BEST
3,21,399.19,BEST
28,83,399.09,BEST
2,23,398.7,BEST
33,56,397.99,BEST
60,24,397.98,BEST
23,80,397.68,BEST
27,82,397.35,BEST
133,21,397.29,LOST
60,25,397.12,BEST
53,26,396.97,BEST
261,24,396.87,LOST
2,49,396.48,BEST
40,37,396.33,BEST
63,39,395.8,RISK
78,11,394.72,LOST
246,20,394.44,LOST
25,19,394.38,BEST
186,31,394.14,LOST
64,23,393.74,LOST
8,18,393.72,BEST
22,25,393.65,BEST
46,20,393.54,BEST
309,21,393.49,LOST
306,25,393.33,LOST
280,123,392.86,RISK
246,79,392.4,RISK
65,24,391.98,LOST
277,9,391.52,LOST
243,28,390.54,LOST
153,21,389.78,LOST
11,78,389.72,BEST
44,5,389.64,LOST
120,23,389.6,LOST
288,20,389.5,LOST
71,20,389.28,LOST
38,22,389.27,BEST
26,128,388.95,RISK
47,24,388.58,BEST
16,19,388.52,BEST
169,14,388.5,LOST
254,17,388.45,LOST
65,19,388.25,LOST
4,33,387.68,BEST
99,29,387.52,LOST
19,60,387.44,BEST
12,82,386.69,BEST
274,15,386.53,LOST
51,17,386.43,BEST
57,98,386.32,RISK
281,41,386.15,LOST
330,20,386.05,LOST
145,59,385.64,RISK
11,23,385.1,BEST
39,26,384.96,BEST
24,44,384.39,BEST
23,50,384.18,BEST
54,13,384.08,LOST
61,22,384.06,LOST
159,28,383.85,LOST
106,60,383.75,RISK
55,62,383.68,RISK
223,17,383.45,LOST
254,17,383.34,LOST
32,27,383.03,BEST
313,15,382.5,LOST
11,16,382.14,BEST
4,56,381.97,BEST
308,23,381.32,LOST
67,24,381.2,LOST
84,11,380.64,LOST
29,25,380.6,BEST
276,24,380.5,LOST
12,22,380.35,BEST
5,72,380.13,BEST
47,45,380.02,BEST
15,21,379.65,BEST
165,49,379.65,RISK
44,26,379.45,BEST
93,18,379.35,LOST
72,18,379.14,LOST
26,53,378.89,BEST
90,23,378.64,LOST
36,28,378.2,BEST
65,39,377.64,RISK
9,25,377.44,BEST
24,79,376.72,BEST
59,29,376.64,BEST
180,26,376.58,LOST
9,20,375.35,BEST
125,12,375.1,LOST
134,22,375,LOST
64,52,374.7,RISK
248,12,374.57,LOST
282,4,374,LOST
66,16,373.94,LOST
141,20,373.87,LOST
42,22,372.8,BEST
4,50,372.55,BEST
30,20,372.22,BEST
169,20,371.89,LOST
75,25,371.62,LOST
113,76,371.56,RISK
60,71,371.54,RISK
19,19,371.2,BEST
84,24,371.01,LOST
213,5,370.8,LOST
65,22,369.34,LOST
207,20,369.2,LOST
159,56,367.63,RISK
24,41,366.85,BEST
9,39,366.23,BEST
24,87,365.98,BEST
18,48,365.76,BEST
360,19,365.45,LOST
25,16,365.4,BEST
361,18,365.27,LOST
253,18,364.8,LOST
17,19,364.72,BEST
87,21,364.5,LOST
37,18,364.22,BEST
23,6,363.9,BEST
98,58,363.79,RISK
297,13,363.7,LOST
77,42,363.65,RISK
288,19,363.65,LOST
50,17,363.34,BEST
29,56,363.2,BEST
247,23,362.95,LOST
54,34,362.06,BEST
33,67,361.96,BEST
11,20,361.62,BEST
260,38,361.54,LOST
139,22,361.22,LOST
156,42,361.11,LOST
303,58,360.81,LOST
61,85,360.16,RISK
7,57,360.01,BEST
1,2,360,BEST
134,21,358.82,LOST
147,1,358.56,LOST
227,38,358.38,LOST
81,2,358,LOST
207,10,357.98,LOST
38,41,357.21,BEST
19,19,357.2,BEST
166,17,356.98,LOST
88,7,356.85,LOST
122,6,356,LOST
33,92,355.73,RISK
58,10,355.56,LOST
59,27,355.56,BEST
113,15,355.11,LOST
44,48,355.05,BEST
214,5,354.12,LOST
267,27,354.09,LOST
94,22,353.48,LOST
178,19,353.43,LOST
9,12,353.27,BEST
53,12,352.7,LOST
12,26,352.69,BEST
17,111,351.73,BEST
33,74,351.44,BEST
358,25,351.3,LOST
54,20,351.13,BEST
14,21,350.9,BEST
157,98,350.82,RISK
241,23,350.75,LOST
11,35,350.08,BEST
75,25,349.7,LOST
204,19,349.55,LOST
310,21,349.27,LOST
189,8,349.1,LOST
75,21,348.99,LOST
117,86,348.91,RISK
4,45,348.8,BEST
282,14,348.2,LOST
212,18,348.15,LOST
44,46,348.1,BEST
1,15,347.75,BEST
19,46,347.08,BEST
191,11,346.98,LOST
25,18,346.12,BEST
28,21,345.82,BEST
25,20,345.46,BEST
162,9,345.3,LOST
82,22,345,LOST
266,20,344.9,LOST
77,39,344.33,RISK
332,29,344.14,LOST
10,2,344,BEST
270,22,343.62,LOST
2,18,343.5,BEST
36,17,343.45,BEST
143,2,343.23,LOST
180,45,342.83,LOST
4,20,342.45,BEST
3,59,342.24,BEST
51,22,341.7,BEST
70,8,341.36,LOST
18,21,340.11,BEST
200,30,339.6,LOST
113,22,339.44,LOST
165,3,339.3,LOST
236,19,338.95,LOST
67,15,338.71,LOST
31,17,338.55,BEST
91,21,337.74,LOST
134,14,337.44,LOST
58,17,337.34,LOST
24,47,337.28,BEST
52,15,337.04,LOST
249,13,336.96,LOST
19,15,336.4,BEST
11,3,336.4,BEST
217,29,336.13,LOST
44,14,335.86,BEST
107,6,335.52,LOST
260,23,335.32,LOST
45,92,335.03,RISK
212,40,334.54,LOST
85,57,334.53,RISK
7,62,334.48,BEST
191,40,334.23,LOST
155,17,333.97,LOST
268,5,333.74,LOST
29,20,333.48,BEST
274,23,333.08,LOST
26,20,332.66,BEST
37,26,332.64,BEST
334,19,332.41,LOST
65,24,332.3,LOST
50,15,331.95,LOST
310,29,331.24,LOST
225,20,331.18,LOST
25,17,331,BEST
186,3,331,LOST
324,11,330.9,LOST
303,20,330.79,LOST
33,18,330.45,BEST
170,22,330.11,LOST
51,27,330.03,BEST
12,34,330.03,BEST
10,17,329.85,BEST
143,9,329.65,LOST
130,14,329.6,LOST
185,18,329.57,LOST
262,22,329.56,LOST
4,75,329.36,BEST
75,23,329.34,LOST
31,22,329.25,BEST
278,11,328.8,LOST
65,27,328.65,LOST
16,43,328.58,BEST
24,19,328.4,BEST
319,24,328.35,LOST
249,18,328.2,LOST
239,20,328.16,LOST
35,19,328.15,BEST
199,24,327.97,LOST
122,16,327.7,LOST
69,48,327.6,RISK
19,18,327.3,BEST
262,13,327.25,LOST
1,37,326.75,BEST
178,47,326.6,LOST
201,1,326.4,LOST
45,21,326.24,BEST
29,52,325.96,BEST
39,23,325.91,BEST
312,21,325.75,LOST
277,6,325.1,LOST
67,23,324.8,LOST
35,22,324.57,BEST
61,62,324.24,RISK
43,21,324.24,BEST
81,21,323.69,LOST
40,5,323.52,LOST
173,24,323.03,LOST
177,13,323,LOST
154,33,322.96,LOST
79,20,322.8,LOST
75,15,322.41,LOST
18,1,322.08,LOST
358,14,322.08,LOST
50,14,321.92,LOST
180,70,321.43,RISK
299,15,321.05,LOST
264,12,320.62,LOST
185,21,320.58,LOST
17,13,320.46,BEST
189,21,319.02,LOST
8,13,319,BEST
96,47,318.76,RISK
120,69,318.65,RISK
15,22,318.17,BEST
42,52,318.15,BEST
75,10,318,LOST
79,15,317.76,LOST
9,8,317.53,BEST
127,37,317.2,LOST
283,7,317.15,LOST
40,12,316.88,BEST
74,22,316.68,LOST
97,13,316.62,LOST
357,9,316.58,LOST
15,54,316.5,BEST
312,18,316.26,LOST
15,108,316.25,BEST
165,18,316.11,LOST
26,72,315.65,BEST
155,18,315.06,LOST
64,11,315.06,LOST
11,19,314.69,BEST
237,19,314.45,LOST
225,6,314.22,LOST
304,11,314.1,LOST
241,8,313.8,LOST
113,6,313.62,LOST
65,9,312.98,LOST
127,22,312.95,LOST
4,33,312.62,BEST
57,19,312.54,LOST
283,18,312.38,LOST
216,57,312.28,LOST
239,35,312.23,LOST
150,11,311.92,LOST
334,29,311.71,LOST
79,20,311.69,LOST
163,12,311.65,LOST
20,83,311.61,BEST
295,17,311.55,LOST
213,16,311.3,LOST
185,15,311.26,LOST
50,17,311.16,LOST
70,21,310.62,LOST
274,19,310.47,LOST
243,20,310.26,LOST
310,37,310.06,LOST
246,10,310.05,LOST
317,5,309.8,LOST
18,18,309.65,BEST
192,15,309.54,LOST
243,14,309.52,LOST
149,13,309.4,LOST
217,63,309.36,RISK
88,7,309.05,LOST
76,31,309.04,LOST
36,20,308.94,BEST
18,16,308.74,BEST
155,14,308.58,LOST
25,20,308.48,BEST
184,17,307.9,LOST
52,16,307.78,LOST
79,15,307.76,LOST
185,21,307.72,LOST
254,15,307.53,LOST
43,51,307.51,BEST
91,12,307.48,LOST
233,18,307.46,LOST
295,16,307.4,LOST
19,23,307.09,BEST
302,11,307.02,LOST
282,15,306.94,LOST
219,7,306.72,LOST
15,20,306.72,BEST
246,12,306.55,LOST
23,19,306.46,BEST
44,11,306.45,LOST
202,15,306.13,LOST
336,1,306,LOST
248,20,305.78,LOST
176,9,305.75,LOST
89,18,305.62,LOST
73,11,305.54,LOST
227,2,305.28,LOST
99,18,305.28,LOST
131,2,304.56,LOST
18,29,304.47,BEST
249,17,304.25,LOST
235,15,304.25,LOST
55,93,304.24,RISK
114,62,304.24,RISK
95,29,303.93,LOST
4,18,303.75,BEST
88,54,303.16,RISK
302,21,302.7,LOST
318,8,302.58,LOST
29,81,302.57,BEST
177,10,302.46,LOST
15,14,302.34,BEST
122,17,302.25,LOST
76,14,302.2,LOST
12,114,302.1,BEST
322,14,302,LOST
269,20,301.9,LOST
78,19,301.72,LOST
81,12,301.56,LOST
40,13,301.32,BEST
11,20,301.29,BEST
141,19,301.03,LOST
201,15,300.95,LOST
57,6,300.85,LOST
10,35,300.83,BEST
264,21,300.52,LOST
351,21,300.42,LOST
127,18,300.36,LOST
25,52,300.34,BEST
162,25,300.04,LOST
71,20,300.02,LOST
89,13,299.34,LOST
149,83,299.05,RISK
184,16,298.48,LOST
51,13,298.4,LOST
62,28,298.21,LOST
264,16,298.11,LOST
276,7,298,LOST
19,14,297,BEST
190,14,296.7,LOST
92,13,296.64,LOST
2,73,296.58,BEST
288,9,296.25,LOST
64,22,295.93,LOST
150,4,295,LOST
12,77,294.85,BEST
8,115,294.25,BEST
185,31,294.24,LOST
22,5,293.1,BEST
337,11,293,LOST
358,4,292.5,LOST
262,37,292.47,LOST
198,83,292.01,RISK
17,18,292,BEST
24,19,291.88,BEST
41,74,291.48,BEST
169,80,291.05,RISK
72,14,290.82,LOST
43,19,290.66,BEST
355,19,290.51,LOST
172,15,290.36,LOST
359,39,290.34,LOST
50,25,290.25,BEST
26,15,289.99,BEST
158,9,289.96,LOST
299,37,289.78,LOST
54,38,289.78,BEST
174,25,289.36,LOST
311,56,289.24,LOST
25,63,288.91,BEST
221,18,288.6,LOST
99,23,288.42,LOST
113,14,288.18,LOST
29,21,288.14,BEST
22,8,287.62,BEST
64,8,287.4,LOST
54,57,286.79,RISK
35,17,285.89,BEST
87,30,285.74,LOST
25,54,285.67,BEST
19,20,285.56,BEST
271,49,285.33,LOST
106,2,284.55,LOST
192,15,284.46,LOST
243,12,284.44,LOST
269,50,283.73,LOST
255,54,283.71,LOST
72,67,283.47,RISK
62,81,283.18,RISK
38,11,283.15,BEST
142,15,283.12,LOST
274,18,282.93,LOST
152,12,282.6,LOST
65,17,282.45,LOST
65,71,282.3,RISK
24,11,281.85,BEST
53,14,281.42,LOST
34,61,281.16,BEST
235,16,280.55,LOST
5,18,280.52,BEST
15,54,280.09,BEST
57,11,279.94,LOST
24,31,279.77,BEST
11,13,279.05,BEST
47,6,278.3,LOST
74,9,277.8,LOST
255,17,277.07,LOST
29,14,277.05,BEST
29,40,276.75,BEST
31,15,276.56,BEST
40,78,276.06,BEST
188,23,275.28,LOST
3,16,274.15,BEST
76,17,272.22,LOST
64,13,272.07,LOST
50,18,272.04,LOST
197,4,271.85,LOST
25,8,271.4,BEST
15,21,271.2,BEST
5,111,271.19,BEST
359,10,271.05,LOST
254,17,271,LOST
30,15,270.9,BEST
69,25,270.8,LOST
2,4,270.6,BEST
112,13,270.4,LOST
363,37,269.83,LOST
183,75,269.09,RISK
274,10,268.58,LOST
22,55,268.05,BEST
264,34,267.18,LOST
197,42,267.16,LOST
44,36,267.13,BEST
233,27,267.03,LOST
88,14,266.97,LOST
85,68,266.85,RISK
29,11,266.76,BEST
212,18,266.59,LOST
246,14,266.4,LOST
7,16,266.39,BEST
320,24,265.85,LOST
157,21,265.68,LOST
218,3,265.2,LOST
287,11,264.7,LOST
178,19,264.62,LOST
108,30,264.21,LOST
36,32,263.92,BEST
188,34,263.33,LOST
274,29,262.62,LOST
57,31,262.2,BEST
26,56,261.9,BEST
19,29,260.68,BEST
124,4,260.25,LOST
226,14,259.45,LOST
78,15,259.17,LOST
11,60,259.05,BEST
151,39,258.88,LOST
16,8,258.4,BEST
158,18,257.84,LOST
202,9,257.7,LOST
43,33,257.67,BEST
253,19,257.23,LOST
64,10,256.38,LOST
23,2,256.32,LOST
364,44,256.32,LOST
15,45,256.11,BEST
136,34,255.91,LOST
59,11,255.9,LOST
47,12,255.9,LOST
20,17,255.4,BEST
203,8,255.12,LOST
135,19,254.82,LOST
75,71,254.28,RISK
29,39,254.11,BEST
120,9,254.1,LOST
218,7,253.04,LOST
267,66,252.81,LOST
90,27,252.73,LOST
1,11,252.49,BEST
333,17,252.42,LOST
120,5,252.1,LOST
219,13,252.06,LOST
18,39,251.91,BEST
40,11,251.87,LOST
18,20,251.7,BEST
267,2,251.52,LOST
184,10,251.21,LOST
261,15,251.21,LOST
12,63,251.03,BEST
74,16,250.38,LOST
15,8,250.26,BEST
361,53,250.04,LOST
331,1,250,LOST
317,11,249,LOST
72,10,248.61,LOST
4,25,248.08,BEST
36,16,247.96,BEST
186,18,247.44,LOST
235,31,247.39,LOST
11,16,247.32,BEST
5,29,247.15,BEST
11,14,246.3,BEST
241,15,246.04,LOST
74,16,245.94,LOST
57,54,245.81,BEST
134,1,244.8,LOST
174,2,244.8,LOST
4,17,244.41,BEST
56,28,244.1,BEST
40,8,243.94,LOST
314,31,243.94,LOST
57,16,243.84,LOST
165,16,243.76,LOST
71,16,243.56,LOST
17,15,243.55,BEST
41,30,242.7,BEST
81,14,242.35,LOST
133,18,241.62,LOST
25,53,241.38,BEST
108,12,241.09,LOST
263,9,241.06,LOST
194,42,240.89,LOST
53,14,240.68,LOST
50,3,240.55,LOST
19,38,240.22,BEST
107,16,240,LOST
4,19,239.76,BEST
243,27,239.49,LOST
44,15,239.41,LOST
215,13,239.4,LOST
170,12,237.61,LOST
277,19,237.36,LOST
262,58,237.07,LOST
43,32,236.09,BEST
201,28,236.04,LOST
337,37,236.02,LOST
185,66,235.56,LOST
19,93,234.88,BEST
94,11,234.6,LOST
312,14,234.47,LOST
74,7,234.34,LOST
266,5,234.24,LOST
116,14,234.17,LOST
64,14,233.76,LOST
127,11,233.22,LOST
152,16,232.6,LOST
237,15,232.48,LOST
190,30,232.21,LOST
39,60,231.98,BEST
16,12,231.86,BEST
47,29,231.61,BEST
106,12,231.1,LOST
4,9,230.65,BEST
34,63,230.51,BEST
50,35,230.5,BEST
21,12,230.22,BEST
323,14,229.47,LOST
254,26,229.33,LOST
21,14,228.99,BEST
86,1,228.96,LOST
26,17,228.91,BEST
247,10,228.84,LOST
192,9,228.8,LOST
17,56,228.8,BEST
166,14,228.2,LOST
81,14,228.06,LOST
1,12,227.39,BEST
253,4,226.85,LOST
236,62,226.84,LOST
4,53,226.47,BEST
331,14,226.37,LOST
264,14,226.21,LOST
281,14,225.9,LOST
57,13,225.85,LOST
72,12,225.58,LOST
20,56,225.36,BEST
161,84,225.26,RISK
232,13,225.15,LOST
43,40,225.12,BEST
289,16,224.91,LOST
72,23,224.14,LOST
275,13,223.95,LOST
58,34,223.92,BEST
32,11,223.88,BEST
23,11,223.85,BEST
53,15,223.36,LOST
54,9,223.36,LOST
281,15,222.99,LOST
80,48,222.62,LOST
11,40,222.4,BEST
44,50,221.97,BEST
327,28,221.44,LOST
8,27,221.27,BEST
64,16,221.06,LOST
16,18,220.62,BEST
290,28,220.1,LOST
4,6,220.1,BEST
312,19,219.52,LOST
43,11,219.39,LOST
72,32,219.03,LOST
10,34,218.75,BEST
51,9,218.55,LOST
201,11,218.25,LOST
281,29,218.06,LOST
270,43,217.89,LOST
278,14,217.2,LOST
82,10,217.16,LOST
18,3,216.9,BEST
71,17,216.85,LOST
205,4,216.5,LOST
54,70,216.48,BEST
52,17,216.39,LOST
2,9,216.3,BEST
154,21,216.21,LOST
57,11,216.17,LOST
326,34,216.07,LOST
61,11,215.83,LOST
253,45,215.72,LOST
16,11,215.48,BEST
40,6,215.08,LOST
262,9,215.05,LOST
157,11,214.8,LOST
312,74,214.37,LOST
50,11,214.32,LOST
354,56,214.26,LOST
170,14,214.06,LOST
11,7,213.96,BEST
107,24,213.86,LOST
117,19,213.85,LOST
24,14,213.78,BEST
175,13,213.73,LOST
184,10,213.7,LOST
107,18,213.55,LOST
69,10,213.5,LOST
11,15,213.3,BEST
148,34,213.28,LOST
45,23,212.54,BEST
101,43,211.89,LOST
47,32,211.88,BEST
198,31,211.77,LOST
205,11,211.55,LOST
265,5,211.5,LOST
37,87,211.49,BEST
85,3,211.32,LOST
34,66,210.31,BEST
22,15,209.49,BEST
53,10,208.75,LOST
128,40,208.65,LOST
194,22,208.59,LOST
218,9,208.36,LOST
25,19,208.16,BEST
262,7,207.8,LOST
141,11,207.74,LOST
319,28,207.73,LOST
196,1,207.5,LOST
282,1,207.5,LOST
99,1,207.36,LOST
194,12,207.15,LOST
320,17,206.98,LOST
39,12,206.34,LOST
247,13,206.21,LOST
228,11,205.7,LOST
303,37,205.48,LOST
96,12,205.3,LOST
25,9,205.25,BEST
127,10,205.1,LOST
284,16,204.5,LOST
53,7,204.24,LOST
2,3,204,BEST
7,1,204,BEST
227,10,203.95,LOST
219,4,203.87,LOST
162,34,203.86,LOST
311,12,203.5,LOST
71,24,203.2,LOST
52,56,202.68,BEST
61,9,202.65,LOST
19,39,202.37,BEST
65,62,202.27,RISK
9,14,202.11,BEST
10,71,201.78,BEST
32,63,201.45,BEST
212,20,201.37,LOST
360,10,201.2,LOST
227,26,201.19,LOST
331,13,201.19,LOST
326,28,201.16,LOST
12,38,201.12,BEST
61,52,200.92,BEST
137,16,200.47,LOST
263,11,200.29,LOST
44,47,200.27,BEST
262,45,200.16,LOST
60,11,200.14,LOST
320,6,200.1,LOST
217,6,199.85,LOST
71,5,199.8,LOST
17,25,199.48,BEST
184,12,199.15,LOST
20,37,198.8,BEST
185,13,198.57,LOST
138,8,197.9,LOST
331,3,197.65,LOST
29,6,197.64,LOST
157,11,197.22,LOST
277,14,197,LOST
2,12,196.89,BEST
134,28,196.88,LOST
61,4,196.8,LOST
15,15,196.79,BEST
143,16,195.74,LOST
66,13,195.55,LOST
18,11,195.36,BEST
24,14,195.25,BEST
36,6,195.15,LOST
283,10,194.55,LOST
79,14,194.37,LOST
258,11,194.05,LOST
117,10,193.75,LOST
92,10,193.64,LOST
355,17,193.64,LOST
43,12,193.44,LOST
75,11,193.39,LOST
4,49,193.39,BEST
257,17,193,LOST
17,5,192.6,BEST
35,36,192.33,BEST
33,56,191.99,BEST
138,25,191.95,LOST
174,7,191.94,LOST
3,68,191.47,BEST
28,12,191.04,BEST
35,25,190.88,BEST
365,38,190.7,LOST
357,11,190.55,LOST
171,10,190.53,LOST
71,15,190.25,LOST
37,53,190.05,BEST
176,10,189.5,LOST
179,13,189.47,LOST
61,57,189.34,BEST
53,39,188.88,BEST
218,22,188.61,LOST
159,12,188.02,LOST
58,9,187.83,LOST
4,20,187.71,BEST
155,31,187.29,LOST
173,43,187.05,LOST
157,5,186.42,LOST
301,6,186.39,LOST
18,10,186.23,BEST
19,7,186.01,BEST
243,8,185.65,LOST
143,10,185.55,LOST
218,2,185.4,LOST
240,10,185.05,LOST
232,11,184.64,LOST
24,11,184.4,BEST
28,17,184.26,BEST
23,15,184.19,BEST
242,8,183.85,LOST
36,30,183.76,BEST
43,10,183.7,LOST
267,8,183.6,LOST
29,17,183.44,BEST
250,8,183.4,LOST
94,5,183.36,LOST
15,36,183.02,BEST
198,19,182.99,LOST
365,29,182.25,LOST
60,12,181.09,LOST
75,53,181.09,LOST
21,34,181.07,BEST
278,10,180.6,LOST
32,8,180.48,LOST
147,28,180.42,LOST
170,66,179.93,LOST
46,7,179.34,LOST
150,11,179.17,LOST
362,25,179.1,LOST
219,1,179,LOST
199,1,179,LOST
240,13,178.96,LOST
4,9,178.96,BEST
324,10,178.95,LOST
141,38,178.75,LOST
103,9,178.7,LOST
174,6,178.52,LOST
201,24,178.39,LOST
205,7,178.35,LOST
45,43,178.34,BEST
18,18,178.26,BEST
312,19,178.22,LOST
8,12,178.05,BEST
312,10,177.5,LOST
174,13,177.34,LOST
267,7,177.15,LOST
37,9,176.68,LOST
8,9,176.63,BEST
31,31,176.55,BEST
30,11,175.92,BEST
236,29,175.27,LOST
247,1,175.2,LOST
334,1,175.2,LOST
124,1,175.2,LOST
257,14,174.8,LOST
64,16,174.37,LOST
74,9,173.9,LOST
9,7,173.81,BEST
60,6,173.76,LOST
53,12,173.74,LOST
364,3,173.7,LOST
11,50,173.45,BEST
50,8,173.16,LOST
297,12,173.05,LOST
264,8,172.9,LOST
64,28,172.82,LOST
203,7,172.29,LOST
59,9,172.25,LOST
352,7,172.25,LOST
57,26,171.59,LOST
205,9,171.45,LOST
7,32,171.42,BEST
23,10,171.19,BEST
260,18,170.95,LOST
270,25,170.75,LOST
24,19,170.56,BEST
19,11,170.32,BEST
53,35,170.22,BEST
10,3,170.16,BEST
173,20,170.04,LOST
22,11,169.55,BEST
43,12,169.48,LOST
3,24,168.63,BEST
127,19,168.31,LOST
81,12,168.31,LOST
340,11,168.3,LOST
9,10,168.24,BEST
30,14,168.12,BEST
129,3,168,LOST
109,16,167.61,LOST
238,33,167.55,LOST
154,60,167.5,LOST
302,5,167.25,LOST
40,5,166.2,LOST
21,8,166.08,BEST
61,37,166.03,LOST
19,45,165.12,BEST
54,7,165.05,LOST
327,1,165,LOST
99,10,165,LOST
8,30,164.68,BEST
